d0000001.s001.h001 object%1:03:00::
d0036895.s001.h001 quell%2:34:00::
d0036896.s001.h001 content%2:34:00::
d0036897.s001.h001 host%2:34:00::
d0036898.s001.h001 wine_and_dine%2:34:00::
d0036899.s001.h001 plump_out%2:34:00::
d0036900.s001.h001 try%2:34:00::
d0036901.s001.h001 sample%2:34:00::
d0036902.s001.h001 degust%2:34:00::
d0036903.s001.h001 fritter_away%2:34:00::
d0036904.s001.h001 abstain%2:34:00::
d0036905.s001.h001 kick%2:34:00::
d0036906.s001.h001 give_up%2:34:00::
d0036907.s001.h001 devour%2:34:00::
d0036908.s001.h001 polish_off%2:34:00::
d0036909.s001.h001 down%2:34:01::
d0036910.s001.h001 digest%2:34:00::
d0036911.s001.h001 stomach%2:34:00::
d0036912.s001.h001 smoke%2:34:00::
d0036913.s001.h001 smoke%2:34:00::
d0036914.s001.h001 puff%2:34:01::
d0036915.s001.h001 whiff%2:34:02::
d0036916.s001.h001 inhale%2:34:00::
d0036917.s001.h001 draw%2:34:01::
d0036918.s001.h001 draw%2:34:01::
d0036919.s001.h001 inject%2:34:01::
d0036920.s001.h001 mainline%2:34:00::
d0036921.s001.h001 pop%2:34:00::
d0036922.s001.h001 light_up%2:34:00::
d0036923.s001.h001 snort%2:34:02::
d0036924.s001.h001 huff%2:34:00::
d0036925.s001.h001 drop%2:34:00::
d0036926.s001.h001 trip%2:34:00::
d0036927.s001.h001 jaw%2:34:00::
d0036928.s001.h001 chew%2:34:00::
d0036929.s001.h001 masticate%2:34:00::
d0036930.s001.h001 chaw%2:34:00::
d0036931.s001.h001 crunch%2:34:00::
d0036932.s001.h001 swallow%2:34:00::
d0036933.s001.h001 gulp%2:34:01::
d0036934.s001.h001 down%2:34:00::
d0036935.s001.h001 kill%2:34:00::
d0036936.s001.h001 pop%2:34:02::
d0036937.s001.h001 sustain%2:34:01::
d0036938.s001.h001 nourish%2:34:00::
d0036939.s001.h001 carry%2:34:01::
d0036940.s001.h001 feed_on%2:34:00::
d0036942.s001.h001 predate%2:34:00::
d0036943.s001.h001 feed%2:34:09::
d0036944.s001.h001 fill_up%2:34:00::
d0036945.s001.h001 quench%2:34:00::
d0036946.s001.h001 range%2:34:00::
d0036947.s001.h001 gutter%2:34:00::
d0036948.s001.h001 burn_off%2:34:00::
d0036949.s001.h001 hold%2:34:00::
d0036950.s001.h001 carry%2:34:00::
d0036951.s001.h001 go_down%2:34:00::
d0036952.s001.h001 go_down%2:34:00::
d0036953.s001.h001 touch%2:35:01::
d0036954.s001.h001 touch%2:35:01::
d0036955.s001.h001 contact%2:35:03::
d0036956.s001.h001 contact%2:35:03::
d0036957.s001.h001 touch%2:35:00::
d0036958.s001.h001 touch%2:35:00::
d0036959.s001.h001 touch%2:35:04::
d0036960.s001.h001 pin%2:35:03::
d0036961.s001.h001 pick_up%2:35:01::
d0036962.s001.h001 touch%2:35:03::
d0036963.s001.h001 violate%2:35:00::
d0036964.s001.h001 violate%2:35:00::
d0036965.s001.h001 break_in%2:35:00::
d0036966.s001.h001 cover%2:35:01::
d0036967.s001.h001 frost%2:35:04::
d0036968.s001.h001 frost%2:35:02::
d0036969.s001.h001 frost%2:35:02::
d0036970.s001.h001 glaciate%2:35:00::
d0036971.s001.h001 strew%2:35:04::
d0036972.s001.h001 hit%2:35:05::
d0036973.s001.h001 strike%2:35:02::
d0036974.s001.h001 strike%2:35:02::
d0036975.s001.h001 strike%2:35:03::
d0036976.s001.h001 strike%2:35:03::
d0036977.s001.h001 strike%2:35:03::
d0036978.s001.h001 feel%2:35:00::
d0036979.s001.h001 finger%2:35:05::
d0036980.s001.h001 finger%2:35:00::
d0036981.s001.h001 feel%2:35:11::
d0036982.s001.h001 palpate%2:35:00::
d0036983.s001.h001 feel%2:35:01::
d0036984.s001.h001 stub%2:35:00::
d0036985.s001.h001 handle%2:35:00::
d0036986.s001.h001 paw%2:35:00::
d0036987.s001.h001 grope%2:35:02::
d0036988.s001.h001 paw%2:35:01::
d0036989.s001.h001 dandle%2:35:00::
d0036990.s001.h001 run%2:35:01::
d0036991.s001.h001 run%2:35:01::
d0036992.s001.h001 draw%2:35:13::
d0036993.s001.h001 seize%2:35:00::
d0036994.s001.h001 clutch%2:35:00::
d0036995.s001.h001 seize%2:35:00::
d0036996.s001.h001 seize%2:35:00::
d0036997.s001.h001 snatch%2:35:02::
d0036998.s001.h001 claw%2:35:01::
d0036999.s001.h001 seize%2:35:01::
d0037000.s001.h001 seize%2:35:01::
d0037001.s001.h001 wrest%2:35:01::
d0037002.s001.h001 wrest%2:35:01::
d0037003.s001.h001 wrest%2:35:01::
d0037004.s001.h001 take%2:35:00::
d0037005.s001.h001 take%2:35:00::
d0037006.s001.h001 get_out%2:35:00::
d0037007.s001.h001 take_in%2:35:00::
d0037008.s001.h001 calve%2:35:00::
d0037009.s001.h001 nab%2:35:00::
d0037010.s001.h001 get%2:35:09::
d0037011.s001.h001 catch%2:35:01::
d0037012.s001.h001 collar%2:35:01::
d0037014.s001.h001 hang%2:35:07::
d0037015.s001.h001 cling%2:35:02::
d0037016.s001.h001 hold%2:35:00::
d0037017.s001.h001 take_hold%2:35:00::
d0037018.s001.h001 hold_up%2:35:00::
d0037019.s001.h001 support%2:35:00::
d0037020.s001.h001 hold%2:35:01::
d0037021.s001.h001 scaffold%2:35:00::
d0037022.s001.h001 block%2:35:06::
d0037023.s001.h001 block%2:35:06::
d0037024.s001.h001 carry%2:35:09::
d0037025.s001.h001 carry%2:35:09::
d0037026.s001.h001 carry%2:35:09::
d0037027.s001.h001 chock%2:35:00::
d0037028.s001.h001 buoy%2:35:00::
d0037029.s001.h001 pole%2:35:01::
d0037030.s001.h001 bracket%2:35:00::
d0037031.s001.h001 shore%2:35:03::
d0037032.s001.h001 truss%2:35:00::
d0037033.s001.h001 truss%2:35:00::
d0037034.s001.h001 jack_up%2:35:00::
d0037035.s001.h001 brace%2:35:01::
d0037036.s001.h001 clutch%2:35:04::
d0037037.s001.h001 stopper%2:35:00::
d0037038.s001.h001 stopper%2:35:00::
d0037039.s001.h001 cling%2:35:00::
d0037040.s001.h001 stick%2:35:01::
d0037041.s001.h001 cohere%2:35:00::
d0037042.s001.h001 mold%2:35:00::
d0037043.s001.h001 conglutinate%2:35:00::
d0037044.s001.h001 cradle%2:35:00::
d0037045.s001.h001 clasp%2:35:01::
d0037046.s001.h001 unclasp%2:35:00::
d0037047.s001.h001 twist%2:35:00::
d0037048.s001.h001 quirk%2:35:00::
d0037049.s001.h001 flip_over%2:35:00::
d0037050.s001.h001 turn_over%2:35:01::
d0037051.s001.h001 twist%2:35:01::
d0037052.s001.h001 curl%2:35:00::
d0037053.s001.h001 crimp%2:35:00::
d0037054.s001.h001 grip%2:35:00::
d0037055.s001.h001 twiddle%2:35:00::
d0037056.s001.h001 wield%2:35:00::
d0037057.s001.h001 manage%2:35:03::
d0037058.s001.h001 ply%2:35:00::
d0037059.s001.h001 operate%2:35:00::
d0037060.s001.h001 control%2:35:00::
d0037061.s001.h001 turn%2:35:10::
d0037062.s001.h001 turn%2:35:10::
d0037063.s001.h001 pump%2:35:00::
d0037064.s001.h001 goose%2:35:01::
d0037065.s001.h001 stroke%2:35:00::
d0037066.s001.h001 caress%2:35:00::
d0037067.s001.h001 fondle%2:35:00::
d0037068.s001.h001 probe%2:35:00::
d0037069.s001.h001 cut%2:35:14::
d0037070.s001.h001 interpenetrate%2:35:00::
d0037071.s001.h001 invade%2:35:00::
d0037072.s001.h001 penetrate%2:35:00::
d0037073.s001.h001 strike%2:35:09::
d0037074.s001.h001 strike%2:35:09::
d0037075.s001.h001 break%2:35:09::
d0037076.s001.h001 break%2:35:13::
d0037077.s001.h001 poke_into%2:35:01::
d0037078.s001.h001 sneak_in%2:35:00::
d0037079.s001.h001 creep_in%2:35:00::
d0037080.s001.h001 permeate%2:35:01::
d0037081.s001.h001 penetrate%2:35:05::
d0037082.s001.h001 riddle%2:35:02::
d0037083.s001.h001 honeycomb%2:35:00::
d0037084.s001.h001 jab%2:35:00::
d0037085.s001.h001 jab%2:35:02::
d0037087.s001.h001 halloo%2:35:00::
d0037088.s001.h001 nudge%2:35:00::
d0037089.s001.h001 knife%2:35:00::
d0037090.s001.h001 lapidate%2:35:01::
d0037091.s001.h001 rub_down%2:35:01::
d0037092.s001.h001 pat%2:35:00::
d0037093.s001.h001 dab%2:35:01::
d0037094.s001.h001 smear%2:35:03::
d0037095.s001.h001 daub%2:35:00::
d0037096.s001.h001 thatch%2:35:00::
d0037097.s001.h001 shingle%2:35:00::
d0037098.s001.h001 mulch%2:35:00::
d0037099.s001.h001 bury%2:35:00::
d0037100.s001.h001 bank%2:35:01::
d0037101.s001.h001 carpet%2:35:00::
d0037102.s001.h001 carpet%2:35:01::
d0037103.s001.h001 board_up%2:35:00::
d0037104.s001.h001 knead%2:35:00::
d0037105.s001.h001 work%2:35:00::
d0037106.s001.h001 proof%2:35:00::
d0037107.s001.h001 masticate%2:35:00::
d0037108.s001.h001 butt%2:35:00::
d0037109.s001.h001 butt%2:35:00::
d0037110.s001.h001 headbutt%2:35:00::
d0037111.s001.h001 hit%2:35:01::
d0037112.s001.h001 strike%2:35:01::
d0037113.s001.h001 ping%2:35:00::
d0037114.s001.h001 spang%2:35:00::
d0037115.s001.h001 rear-end%2:35:00::
d0037117.s001.h001 clap%2:35:00::
d0037118.s001.h001 connect%2:35:01::
d0037119.s001.h001 miss%2:35:00::
d0037120.s001.h001 spat%2:35:00::
d0037121.s001.h001 thud%2:35:00::
d0037122.s001.h001 bottom_out%2:35:00::
d0037123.s001.h001 shoulder%2:35:00::
d0037124.s001.h001 shoulder%2:35:01::
d0037125.s001.h001 port%2:35:00::
d0037126.s001.h001 bump%2:35:00::
d0037127.s001.h001 down%2:35:00::
d0037128.s001.h001 knock_down%2:35:01::
d0037129.s001.h001 run_into%2:35:00::
d0037130.s001.h001 graze%2:35:00::
d0037131.s001.h001 brush%2:35:00::
d0037132.s001.h001 spur%2:35:00::
d0037133.s001.h001 spur%2:35:01::
d0037135.s001.h001 flick%2:35:01::
d0037136.s001.h001 snap%2:35:02::
d0037137.s001.h001 slam%2:35:00::
d0037138.s001.h001 slam%2:35:02::
d0037139.s001.h001 slam%2:35:01::
d0037140.s001.h001 shutter%2:35:00::
d0037141.s001.h001 draw%2:35:02::
d0037142.s001.h001 draw%2:35:02::
d0037143.s001.h001 draw%2:35:09::
d0037144.s001.h001 brush%2:35:01::
d0037145.s001.h001 brush%2:35:02::
d0037146.s001.h001 swab%2:35:00::
d0037147.s001.h001 dust%2:35:00::
d0037148.s001.h001 vacuum%2:35:00::
d0037149.s001.h001 steam%2:35:00::
d0037150.s001.h001 simonize%2:35:00::
d0037151.s001.h001 shine%2:35:00::
d0037152.s001.h001 polish%2:35:00::
d0037153.s001.h001 buff%2:35:00::
d0037154.s001.h001 buff%2:35:00::
d0037155.s001.h001 dull%2:35:01::
d0037156.s001.h001 dull%2:35:02::
d0037157.s001.h001 sharpen%2:35:00::
d0037158.s001.h001 edge%2:35:01::
d0037159.s001.h001 strop%2:35:00::
d0037160.s001.h001 hone%2:35:00::
d0037161.s001.h001 squeak_by%2:35:00::
d0037162.s001.h001 tap%2:35:00::
d0037163.s001.h001 percuss%2:35:00::
d0037164.s001.h001 postpose%2:35:00::
d0037166.s001.h001 shave%2:35:00::
d0037167.s001.h001 trim%2:35:01::
d0037168.s001.h001 skive%2:35:00::
d0037169.s001.h001 shave%2:35:03::
d0037170.s001.h001 filet%2:35:00::
d0037171.s001.h001 shave%2:35:02::
d0037172.s001.h001 rub%2:35:00::
d0037173.s001.h001 rub%2:35:00::
d0037174.s001.h001 gauge%2:35:00::
d0037175.s001.h001 puree%2:35:00::
d0037176.s001.h001 rosin%2:35:00::
d0037177.s001.h001 scratch%2:35:03::
d0037178.s001.h001 worry%2:35:01::
d0037179.s001.h001 scrub%2:35:00::
d0037180.s001.h001 holystone%2:35:00::
d0037181.s001.h001 scour%2:35:00::
d0037182.s001.h001 dust%2:35:02::
d0037183.s001.h001 slime%2:35:00::
d0037184.s001.h001 smooth%2:35:00::
d0037185.s001.h001 launch%2:35:05::
d0037186.s001.h001 coarsen%2:35:00::
d0037187.s001.h001 coarsen%2:35:00::
d0037188.s001.h001 roughen%2:35:00::
d0037189.s001.h001 chafe%2:35:00::
d0037190.s001.h001 wear_away%2:35:00::
d0037191.s001.h001 slice%2:35:00::
d0037192.s001.h001 amputate%2:35:00::
d0037193.s001.h001 serrate%2:35:00::
d0037194.s001.h001 carve%2:35:00::
d0037195.s001.h001 carve%2:35:01::
d0037196.s001.h001 carve%2:35:02::
d0037197.s001.h001 cube%2:35:00::
d0037198.s001.h001 julienne%2:35:00::
d0037199.s001.h001 hash%2:35:00::
d0037200.s001.h001 chop_down%2:35:00::
d0037201.s001.h001 hack%2:35:01::
d0037202.s001.h001 axe%2:35:00::
d0037203.s001.h001 chop%2:35:01::
d0037204.s001.h001 chop%2:35:01::
d0037205.s001.h001 strike_down%2:35:00::
d0037206.s001.h001 strike_down%2:35:00::
d0037207.s001.h001 nick%2:35:01::
d0037208.s001.h001 chisel%2:35:00::
d0037209.s001.h001 chip%2:35:00::
d0037210.s001.h001 chip%2:35:00::
d0037211.s001.h001 chip%2:35:01::
d0037212.s001.h001 peel_off%2:35:01::
d0037213.s001.h001 chip%2:35:02::
d0037214.s001.h001 hew%2:35:00::
d0037215.s001.h001 hew_out%2:35:00::
d0037216.s001.h001 rough-hew%2:35:00::
d0037217.s001.h001 skim%2:35:01::
d0037217.s001.h002 cream%2:35:01::
d0037218.s001.h001 stucco%2:35:00::
d0037219.s001.h001 egg%2:35:00::
d0037220.s001.h001 dredge%2:35:03::
d0037221.s001.h001 flour%2:35:00::
d0037222.s001.h001 layer%2:35:00::
d0037223.s001.h001 coat%2:35:01::
d0037224.s001.h001 pare%2:35:00::
d0037225.s001.h001 trim%2:35:03::
d0037226.s001.h001 trim%2:35:03::
d0037227.s001.h001 pare%2:35:02::
d0037228.s001.h001 strip%2:35:00::
d0037229.s001.h001 strip%2:35:01::
d0037230.s001.h001 decorticate%2:35:00::
d0037231.s001.h001 scale%2:35:00::
d0037232.s001.h001 coat%2:35:00::
d0037233.s001.h001 refinish%2:35:00::
d0037235.s001.h001 crumb%2:35:00::
d0037236.s001.h001 finish%2:35:00::
d0037237.s001.h001 finish%2:35:00::
d0037238.s001.h001 dress%2:35:02::
d0037239.s001.h001 bonderize%2:35:00::
d0037240.s001.h001 blacktop%2:35:00::
d0037241.s001.h001 foliate%2:35:00::
d0037242.s001.h001 galvanize%2:35:00::
d0037243.s001.h001 pave%2:35:00::
d0037245.s001.h001 asphalt%2:35:00::
d0037246.s001.h001 butter%2:35:00::
d0037247.s001.h001 canvas%2:35:00::
d0037248.s001.h001 paper%2:35:00::
d0037249.s001.h001 oil%2:35:00::
d0037250.s001.h001 wax%2:35:00::
d0037251.s001.h001 beeswax%2:35:00::
d0037252.s001.h001 veneer%2:35:00::
d0037253.s001.h001 grease%2:35:00::
d0037254.s001.h001 glaze%2:35:00::
d0037255.s001.h001 glaze%2:35:00::
d0037256.s001.h001 whitewash%2:35:00::
d0037257.s001.h001 calcimine%2:35:00::
d0037258.s001.h001 shellac%2:35:00::
d0037259.s001.h001 line%2:35:00::
d0037260.s001.h001 line%2:35:00::
d0037261.s001.h001 reline%2:35:00::
d0037262.s001.h001 face%2:35:01::
d0037264.s001.h001 reface%2:35:01::
d0037265.s001.h001 face%2:35:00::
d0037266.s001.h001 crib%2:35:00::
d0037267.s001.h001 tar%2:35:00::
d0037268.s001.h001 tar%2:35:00::
d0037270.s001.h001 stamp%2:35:01::
d0037271.s001.h001 speck%2:35:00::
d0037272.s001.h001 stamp%2:35:02::
d0037273.s001.h001 meter%2:35:00::
d0037274.s001.h001 circumcise%2:35:00::
d0037275.s001.h001 scarify%2:35:00::
d0037276.s001.h001 puncture%2:35:00::
d0037277.s001.h001 puncture%2:35:02::
d0037278.s001.h001 riddle%2:35:00::
d0037279.s001.h001 scarify%2:35:01::
d0037280.s001.h001 loosen%2:35:00::
d0037281.s001.h001 scarify%2:35:02::
d0037282.s001.h001 score%2:35:00::
d0037283.s001.h001 line%2:35:02::
d0037284.s001.h001 hatch%2:35:04::
d0037285.s001.h001 crisscross%2:35:00::
d0037286.s001.h001 notch%2:35:00::
d0037287.s001.h001 recess%2:35:00::
d0037288.s001.h001 furrow%2:35:00::
d0037289.s001.h001 furrow%2:35:01::
d0037290.s001.h001 fold_up%2:35:00::
d0037291.s001.h001 turn_up%2:35:00::
d0037292.s001.h001 wrinkle%2:35:00::
d0037293.s001.h001 crease%2:35:00::
d0037294.s001.h001 pucker%2:35:00::
d0037295.s001.h001 pucker%2:35:02::
d0037296.s001.h001 buckle%2:35:01::
d0037297.s001.h001 purse%2:35:00::
d0037298.s001.h001 contract%2:35:00::
d0037299.s001.h001 dent%2:35:00::
d0037300.s001.h001 indent%2:35:01::
d0037301.s001.h001 bend%2:35:00::
d0037302.s001.h001 twist%2:35:02::
d0037303.s001.h001 turn%2:35:11::
d0037304.s001.h001 flex%2:35:03::
d0037305.s001.h001 bend%2:35:08::
d0037306.s001.h001 incurvate%2:35:00::
d0037307.s001.h001 gnarl%2:35:00::
d0037308.s001.h001 unbend%2:35:00::
d0037309.s001.h001 gouge_out%2:35:00::
d0037310.s001.h001 gouge%2:35:00::
d0037311.s001.h001 scallop%2:35:00::
d0037312.s001.h001 suck_in%2:35:01::
d0037313.s001.h001 scoop_out%2:35:00::
d0037314.s001.h001 root%2:35:00::
d0037315.s001.h001 hollow_out%2:35:00::
d0037316.s001.h001 cave%2:35:00::
d0037317.s001.h001 wrap%2:35:00::
d0037318.s001.h001 wrap%2:35:00::
d0037319.s001.h001 do_up%2:35:00::
d0037320.s001.h001 cere%2:35:00::
d0037321.s001.h001 shrinkwrap%2:35:00::
d0037322.s001.h001 unwrap%2:35:00::
d0037323.s001.h001 undo%2:35:03::
d0037324.s001.h001 untie%2:35:00::
d0037325.s001.h001 gag%2:35:07::
d0037326.s001.h001 undo%2:35:01::
d0037327.s001.h001 untie%2:35:01::
d0037328.s001.h001 loosen%2:35:05::
d0037329.s001.h001 unloose%2:35:00::
d0037330.s001.h001 retie%2:35:00::
d0037331.s001.h001 tie%2:35:00::
d0037332.s001.h001 rig%2:35:00::
d0037333.s001.h001 loop%2:35:01::
d0037334.s001.h001 chain_up%2:35:00::
d0037335.s001.h001 bitt%2:35:00::
d0037336.s001.h001 latch%2:35:00::
d0037337.s001.h001 tie_down%2:35:00::
d0037338.s001.h001 tie_up%2:35:00::
d0037339.s001.h001 faggot_up%2:35:00::
d0037340.s001.h001 lash_together%2:35:00::
d0037341.s001.h001 hog-tie%2:35:00::
d0037342.s001.h001 handcuff%2:35:00::
d0037343.s001.h001 chain%2:35:00::
d0037344.s001.h001 cable%2:35:00::
d0037345.s001.h001 picket%2:35:00::
d0037346.s001.h001 rope%2:35:00::
d0037347.s001.h001 rope_up%2:35:00::
d0037348.s001.h001 hobble%2:35:00::
d0037349.s001.h001 tether%2:35:00::
d0037350.s001.h001 fasten%2:35:03::
d0037351.s001.h001 attach%2:35:00::
d0037352.s001.h001 implant%2:35:02::
d0037353.s001.h001 join%2:35:00::
d0037354.s001.h001 ply%2:35:03::
d0037355.s001.h001 close%2:35:15::
d0037356.s001.h001 close%2:35:15::
d0037357.s001.h001 close%2:35:15::
d0037358.s001.h001 close_up%2:35:01::
d0037359.s001.h001 anastomose%2:35:00::
d0037360.s001.h001 anastomose%2:35:01::
d0037361.s001.h001 ground%2:35:02::
d0037362.s001.h001 earth%2:35:00::
d0037363.s001.h001 couple%2:35:02::
d0037364.s001.h001 match%2:35:08::
d0037365.s001.h001 pair%2:35:01::
d0037366.s001.h001 disjoint%2:35:02::
d0037367.s001.h001 piece%2:35:00::
d0037367.s001.h002 piece%2:35:00::
d0037368.s001.h001 rebate%2:35:01::
d0037369.s001.h001 join%2:35:01::
d0037370.s001.h001 seam%2:35:00::
d0037371.s001.h001 suture%2:35:00::
d0037372.s001.h001 bridge%2:35:00::
d0037373.s001.h001 bell%2:35:00::
d0037374.s001.h001 ring%2:35:00::
d0037375.s001.h001 band%2:35:10::
d0037376.s001.h001 couple%2:35:01::
d0037377.s001.h001 uncouple%2:35:00::
d0037378.s001.h001 prefix%2:35:00::
d0037379.s001.h001 suffix%2:35:00::
d0037380.s001.h001 affix%2:35:02::
d0037381.s001.h001 detach%2:35:01::
d0037382.s001.h001 break%2:35:05::
d0037383.s001.h001 french%2:35:00::
d0037384.s001.h001 cut_off%2:35:00::
d0037385.s001.h001 lop_off%2:35:00::
d0037386.s001.h001 detach%2:35:00::
d0037387.s001.h001 fall_off%2:35:00::
d0037388.s001.h001 knot%2:35:00::
d0037389.s001.h001 swaddle%2:35:00::
d0037390.s001.h001 shroud%2:35:00::
d0037391.s001.h001 bridle%2:35:00::
d0037392.s001.h001 snaffle%2:35:00::
d0037393.s001.h001 curb%2:35:00::
d0037394.s001.h001 clog%2:35:01::
d0037395.s001.h001 hold%2:35:03::
d0037396.s001.h001 hold%2:35:03::
d0037397.s001.h001 hold%2:35:03::
d0037398.s001.h001 hold%2:35:03::
d0037399.s001.h001 keep%2:35:10::
d0037400.s001.h001 pound%2:35:04::
d0037401.s001.h001 pound%2:35:05::
d0037402.s001.h001 cinch%2:35:00::
d0037403.s001.h001 hoop%2:35:00::
d0037404.s001.h001 bind%2:35:00::
d0037405.s001.h001 lash%2:35:02::
d0037406.s001.h001 frap%2:35:00::
d0037407.s001.h001 unlash%2:35:00::
d0037408.s001.h001 cement%2:35:01::
d0037409.s001.h001 unbind%2:35:00::
d0037410.s001.h001 cramp%2:35:00::
d0037411.s001.h001 cleat%2:35:00::
d0037412.s001.h001 anchor%2:35:00::
d0037413.s001.h001 anchor%2:35:01::
d0037414.s001.h001 moor%2:35:00::
d0037415.s001.h001 wharf%2:35:00::
d0037416.s001.h001 wharf%2:35:03::
d0037417.s001.h001 tie_up%2:35:05::
d0037418.s001.h001 dock%2:35:00::
d0037419.s001.h001 undock%2:35:00::
d0037420.s001.h001 batten%2:35:00::
d0037421.s001.h001 batten%2:35:01::
d0037422.s001.h001 rake%2:35:00::
d0037423.s001.h001 rake%2:35:01::
d0037424.s001.h001 level%2:35:01::
d0037425.s001.h001 plane%2:35:03::
d0037426.s001.h001 strickle%2:35:00::
d0037427.s001.h001 scrape%2:35:00::
d0037428.s001.h001 replace%2:35:00::
d0037430.s001.h001 stratify%2:35:00::
d0037431.s001.h001 stratify%2:35:00::
d0037432.s001.h001 stratify%2:35:00::
d0037433.s001.h001 skin%2:35:02::
d0037434.s001.h001 dig%2:35:00::
d0037435.s001.h001 turn_over%2:35:00::
d0037436.s001.h001 gutter%2:35:00::
d0037437.s001.h001 spade%2:35:00::
d0037438.s001.h001 ridge%2:35:00::
d0037439.s001.h001 excavate%2:35:01::
d0037440.s001.h001 drive%2:35:06::
d0037441.s001.h001 dig%2:35:01::
d0037442.s001.h001 dig_out%2:35:00::
d0037443.s001.h001 excavate%2:35:02::
d0037444.s001.h001 excavate%2:35:02::
d0037445.s001.h001 lift%2:35:02::
d0037446.s001.h001 trench%2:35:01::
d0037447.s001.h001 ditch%2:35:01::
d0037448.s001.h001 trench%2:35:03::
d0037449.s001.h001 dibble%2:35:01::
d0037450.s001.h001 scoop%2:35:01::
d0037451.s001.h001 dip%2:35:12::
d0037452.s001.h001 shovel%2:35:00::
d0037453.s001.h001 shovel%2:35:00::
d0037454.s001.h001 daub%2:35:02::
d0037456.s001.h001 spritz%2:35:00::
d0037457.s001.h001 spritz%2:35:02::
d0037458.s001.h001 dig_up%2:35:00::
d0037459.s001.h001 grub_up%2:35:00::
d0037460.s001.h001 nuzzle%2:35:01::
d0037461.s001.h001 grope_for%2:35:00::
d0037462.s001.h001 finger%2:35:01::
d0037463.s001.h001 grope%2:35:01::
d0037464.s001.h001 divine%2:35:00::
d0037465.s001.h001 browse%2:35:00::
d0037466.s001.h001 surf%2:35:03::
d0037467.s001.h001 search%2:35:00::
d0037468.s001.h001 search%2:35:00::
d0037469.s001.h001 leave_no_stone_unturned%2:35:00::
d0037470.s001.h001 hunt%2:35:03::
d0037471.s001.h001 gather%2:35:04::
d0037472.s001.h001 felt%2:35:00::
d0037473.s001.h001 want%2:35:00::
d0037474.s001.h001 want%2:35:00::
d0037475.s001.h001 scour%2:35:03::
d0037476.s001.h001 pursue%2:35:00::
d0037477.s001.h001 search%2:35:01::
d0037478.s001.h001 search%2:35:01::
d0037479.s001.h001 raid%2:35:02::
d0037480.s001.h001 frisk%2:35:00::
d0037481.s001.h001 strip-search%2:35:00::
d0037482.s001.h001 scan%2:35:00::
d0037483.s001.h001 rifle%2:35:13::
d0037484.s001.h001 rummage%2:35:00::
d0037485.s001.h001 comb%2:35:00::
d0037486.s001.h001 fish%2:35:00::
d0037487.s001.h001 mow%2:35:00::
d0037488.s001.h001 cut%2:35:13::
d0037489.s001.h001 scythe%2:35:00::
d0037490.s001.h001 harvest%2:35:00::
d0037491.s001.h001 club%2:35:01::
d0037492.s001.h001 cut%2:35:15::
d0037493.s001.h001 shear%2:35:00::
d0037494.s001.h001 pollard%2:35:00::
d0037495.s001.h001 shear%2:35:01::
d0037496.s001.h001 dress%2:35:03::
d0037497.s001.h001 top%2:35:00::
d0037498.s001.h001 engrave%2:35:00::
d0037499.s001.h001 engrave%2:35:00::
d0037500.s001.h001 scratch%2:35:04::
d0037501.s001.h001 engrave%2:35:01::
d0037502.s001.h001 slash%2:35:00::
d0037503.s001.h001 slaughter%2:35:00::
d0037504.s001.h001 poison%2:35:00::
d0037505.s001.h001 stone%2:35:00::
d0037506.s001.h001 poison%2:35:01::
d0037507.s001.h001 kill%2:35:00::
d0037508.s001.h001 kill%2:35:00::
d0037509.s001.h001 commit_suicide%2:35:00::
d0037510.s001.h001 dispatch%2:35:00::
d0037511.s001.h001 vaporize%2:35:04::
